feature,importance_mean,importance_std,val_imp_0,val_imp_1,val_imp_2,val_imp_3,val_imp_4
f86,8.969620107937004e-05,1.9597356815320884e-05,0.00011983126661485599,7.448745816773794e-05,9.06952225860902e-05,9.980349855120974e-05,6.366355947695634e-05
f68,8.386493662113637e-05,4.045475211274067e-05,9.224824980491597e-05,0.0001294723817861776,1.681633987493658e-05,6.34508794562505e-05,0.00011733683218340119
f69,8.362997187028043e-05,2.3319675022826865e-05,7.620279297548826e-05,0.00012260009977560493,9.621167769902073e-05,6.415709001439396e-05,5.897819888689426e-05
f7,7.36691176481008e-05,3.043171432923398e-05,3.622347655973801e-05,4.018355558799147e-05,0.00010338776431939589,8.05905152438946e-05,0.00010796027652948403
f6,6.412570259801686e-05,2.8402110761148995e-05,1.3186140031096194e-05,7.295864837242316e-05,5.669889073667278e-05,9.516145598020831e-05,8.262337786968388e-05
f89,6.215543475820428e-05,3.20576776224507e-05,6.269299339622947e-05,8.578753783716753e-05,0.00010688676981607248,1.757719740402841e-05,3.783267533752355e-05
f59,5.361617673633745e-05,2.6483786738908308e-05,3.018785107777866e-06,5.8298131980660806e-05,7.654862807227047e-05,7.332143607285957e-05,5.689390244811854e-05
f12,3.902710489032124e-05,4.582426016237145e-05,9.171455882461821e-05,7.529284061291719e-05,4.031648866142934e-05,2.807173077645775e-05,-4.0260094423816284e-05
f63,3.607447455291624e-05,1.4234407466547399e-05,3.1483322730174734e-05,6.304374872101448e-05,2.600237526595439e-05,2.3306893135899287e-05,3.6536032911538285e-05
f74,3.3180568059676396e-05,1.5782597704086158e-05,5.2638433130969275e-05,1.7567560857800757e-05,2.1214613397879667e-05,2.2292583636507324e-05,5.218964927522496e-05
f18,2.9987571594647376e-05,1.0096683962146981e-05,2.5223774849925107e-05,1.2301598715680484e-05,3.7370601064234954e-05,3.575809093037119e-05,3.9283792413025154e-05
f39,2.9090850421908954e-05,1.3132986327331643e-05,2.905601502833921e-05,4.4220746928225196e-05,3.320263127737366e-05,4.788729893734356e-06,3.4186128981872344e-05
f29,2.376895664395473e-05,4.362552955529792e-06,2.3242367212406023e-05,1.878466347693397e-05,1.9539702390436453e-05,2.7103261065475337e-05,3.017478907452187e-05
f99,2.3142139734688704e-05,2.6787118519256137e-06,2.555104604984315e-05,1.954170630669161e-05,2.3617939841180657e-05,2.061651428275635e-05,2.6383492192971758e-05
f87,1.7646580049501815e-05,9.96442488819385e-06,7.599192808349642e-06,3.328488125864393e-05,1.2124977761041045e-05,9.851387250403576e-06,2.537246116907088e-05
f73,1.6351309573714445e-05,5.492447169176159e-06,1.9155088866407155e-05,1.9079424006251955e-05,2.0804567180232603e-05,5.6207915073436254e-06,1.709667630833689e-05
f46,1.4456848550348234e-05,4.140691399573478e-06,1.3998761643430058e-05,2.1686429479306213e-05,8.998236446067231e-06,1.2662060820956e-05,1.4938754361981665e-05
f93,1.006094649003142e-05,1.0833401357400998e-05,-3.951702501003851e-06,1.6327121872272699e-06,2.051509010769781e-05,7.738867547901762e-06,2.4369765108334107e-05
f85,7.959444821525886e-06,1.783060839924539e-05,1.8575557692468436e-05,1.8984133844601736e-05,7.858107937908088e-06,2.089016392869958e-05,-2.6510739296048413e-05
f52,4.91103065591858e-07,3.108427133827128e-06,1.6299661538266008e-06,5.631287396390405e-07,1.7601983983706049e-06,-5.349086579897744e-06,3.851308616020788e-06
f13,-3.714345478966763e-07,1.5213565961917868e-05,1.7435664880105506e-05,-1.4947498132467096e-05,7.216924556741056e-06,1.0212549219512645e-05,-2.1774813263375492e-05
f0,-2.093475778797149e-06,2.915753884360177e-06,1.038488747662214e-06,-8.815034493458995e-07,-1.7213051256570466e-06,-1.29157076500519e-06,-7.611488301639824e-06
f38,-2.218759305194773e-06,6.45595462290554e-06,4.865450358382262e-06,1.505751242802944e-06,-1.2378339651841763e-05,1.97944540758499e-06,-7.066103882902297e-06
f92,-2.363291071172391e-06,3.178958301869585e-06,-3.833907102901435e-08,-5.236791685847564e-07,-8.592912982718914e-06,-1.9627763938601106e-06,-6.987477396691588e-07
f72,-3.1461765075402326e-06,1.3828567547383768e-05,5.1649396226594035e-06,-3.0760664322726505e-05,3.0139508243598456e-06,3.1154387091225644e-06,3.735452628883529e-06
